shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
606,606,2022-06-11,,India Post,Delivered
607,607,2023-05-15,2023-05-21,Amazon Logistics,Returned
608,608,2023-08-24,,BlueDart,Delivered
609,609,2023-02-07,,BlueDart,Delivered
610,610,2023-10-11,,Delhivery,Delivered
611,611,2023-03-06,,Amazon Logistics,In Transit
612,612,2023-09-08,,Ekart,Pending
613,613,2022-02-10,,FedEx,Delivered
614,614,2023-08-31,,DTDC,Pending
615,615,2023-05-18,,Amazon Logistics,Delivered
616,616,2022-01-25,,Delhivery,Delivered
617,617,2022-03-08,,BlueDart,Delivered
618,618,2023-05-01,,Amazon Logistics,Delivered
619,619,2023-10-29,,Amazon Logistics,In Transit
620,620,2022-01-23,,FedEx,In Transit
621,621,2023-05-01,,India Post,Delivered
622,622,2022-08-18,,Ekart,Delivered
623,623,2023-09-14,,FedEx,In Transit
624,624,2022-05-16,,Delhivery,In Transit
625,625,2023-02-06,,Amazon Logistics,Cancelled
626,626,2023-11-26,,Delhivery,Delivered
627,627,2023-05-02,,Ekart,Delivered
628,628,2022-10-20,,Delhivery,Delivered
629,629,2023-05-15,,DTDC,Delivered
630,630,2023-09-18,,India Post,Cancelled
631,631,2023-05-22,,BlueDart,Delivered
632,632,2022-02-19,2022-02-26,India Post,Returned
633,633,2023-01-05,,BlueDart,Delivered
634,634,2023-06-02,,DTDC,Delivered
635,635,2022-05-01,,DTDC,Delivered
636,636,2022-08-22,,BlueDart,Pending
637,637,2022-12-31,,Amazon Logistics,Cancelled
638,638,2023-07-29,2023-08-04,Amazon Logistics,Returned
639,639,2023-06-14,,Ekart,Delivered
640,640,2022-02-23,,DTDC,Cancelled
641,641,2022-04-27,,DTDC,Cancelled
642,642,2023-09-20,,Ekart,Cancelled
643,643,2022-02-14,,BlueDart,Delivered
644,644,2022-05-03,2022-05-06,Amazon Logistics,Returned
645,645,2022-06-12,,DTDC,In Transit
646,646,2023-06-06,2023-06-14,FedEx,Returned
647,647,2022-06-09,,Delhivery,Delivered
648,648,2022-05-24,,FedEx,Delivered
649,649,2023-03-05,,BlueDart,Delivered
650,650,2023-05-05,,Amazon Logistics,Delivered
651,651,2022-03-30,,Amazon Logistics,In Transit
652,652,2023-03-05,,Delhivery,In Transit
653,653,2022-06-08,,Delhivery,Delivered
654,654,2022-08-25,,Ekart,Delivered
655,655,2023-02-28,,BlueDart,Pending
656,656,2023-06-18,,DTDC,Delivered
657,657,2022-02-03,,Ekart,Cancelled
658,658,2023-06-15,,India Post,Delivered
659,659,2022-11-20,,Ekart,Delivered
660,660,2022-03-05,,Amazon Logistics,Delivered
661,661,2023-10-21,,FedEx,Delivered
662,662,2023-10-14,2023-10-17,BlueDart,Returned
663,663,2022-11-03,2022-11-10,BlueDart,Returned
664,664,2023-12-23,,Delhivery,In Transit
665,665,2022-11-21,,Delhivery,Delivered
666,666,2022-10-15,,DTDC,Delivered
667,667,2022-06-01,,India Post,Delivered
668,668,2022-08-01,,BlueDart,Delivered
669,669,2023-09-28,,Delhivery,In Transit
670,670,2023-10-30,,India Post,Delivered
671,671,2022-11-06,,Ekart,Delivered
672,672,2023-02-07,,Ekart,In Transit
673,673,2022-05-11,,Ekart,Delivered
674,674,2022-04-11,,BlueDart,Delivered
675,675,2022-12-20,,DTDC,Delivered
676,676,2022-02-02,,DTDC,Delivered
677,677,2022-09-06,,FedEx,Delivered
678,678,2023-03-12,,DTDC,In Transit
679,679,2023-01-18,,Delhivery,Delivered
680,680,2022-05-09,,India Post,In Transit
681,681,2022-05-10,,Ekart,Delivered
682,682,2022-01-10,,DTDC,Pending
683,683,2023-08-20,2023-08-24,FedEx,Returned
684,684,2023-10-08,,FedEx,Cancelled
685,685,2022-08-29,,DTDC,Delivered
686,686,2023-08-14,,India Post,In Transit
687,687,2023-06-20,,FedEx,Delivered
688,688,2023-06-14,,Ekart,Cancelled
689,689,2023-01-10,,BlueDart,Delivered
690,690,2023-03-15,,India Post,Delivered
691,691,2022-03-09,,FedEx,Delivered
692,692,2023-04-04,,FedEx,In Transit
693,693,2023-02-18,,India Post,Delivered
694,694,2023-02-12,,Delhivery,Delivered
695,695,2023-10-17,,FedEx,In Transit
696,696,2023-05-19,,Delhivery,Cancelled
697,697,2022-05-29,,Amazon Logistics,Delivered
698,698,2023-04-19,,Amazon Logistics,Delivered
699,699,2023-06-27,,India Post,Delivered
700,700,2023-05-01,,India Post,Delivered
701,701,2023-07-30,,Delhivery,Delivered
702,702,2023-02-28,,FedEx,Delivered
703,703,2022-10-29,,DTDC,Delivered
704,704,2023-01-21,,BlueDart,Delivered
705,705,2023-05-16,,BlueDart,Delivered
706,706,2023-08-30,,BlueDart,Pending
707,707,2022-11-10,,Delhivery,Delivered
708,708,2023-05-21,,DTDC,Delivered
709,709,2022-03-15,,FedEx,Delivered
710,710,2023-08-15,,Delhivery,Delivered
711,711,2022-12-17,,BlueDart,Delivered
712,712,2023-09-16,,Amazon Logistics,Delivered
713,713,2023-10-16,,Ekart,Delivered
714,714,2023-04-08,,Delhivery,Delivered
715,715,2023-10-03,,BlueDart,Delivered
716,716,2022-08-29,,Amazon Logistics,Delivered
717,717,2022-02-17,2022-02-20,Ekart,Returned
718,718,2022-10-15,2022-10-17,Delhivery,Returned
719,719,2023-12-27,,FedEx,Delivered
720,720,2023-12-31,,India Post,Delivered
721,721,2023-10-25,,India Post,Delivered
722,722,2023-09-29,,Ekart,In Transit
723,723,2023-08-12,,FedEx,In Transit
724,724,2023-06-04,,FedEx,Delivered
725,725,2023-07-03,,Ekart,Delivered
726,726,2022-08-02,,FedEx,Cancelled
727,727,2023-08-20,,FedEx,Cancelled
728,728,2023-09-15,,India Post,Delivered
729,729,2023-05-24,,Delhivery,Delivered
730,730,2022-07-08,2022-07-12,Amazon Logistics,Returned
731,731,2022-11-26,,BlueDart,Delivered
732,732,2022-04-14,,India Post,Delivered
733,733,2022-07-11,,Ekart,Delivered
734,734,2022-11-14,,FedEx,In Transit
735,735,2022-03-03,,Ekart,Delivered
736,736,2022-03-04,,DTDC,Delivered
737,737,2022-05-31,,BlueDart,Delivered
738,738,2022-05-07,,Delhivery,Delivered
739,739,2023-09-06,,India Post,Delivered
740,740,2023-06-02,,FedEx,Delivered
741,741,2022-11-23,,BlueDart,Delivered
742,742,2023-05-12,,Delhivery,Delivered
743,743,2022-01-21,,FedEx,Pending
744,744,2023-11-26,,Delhivery,In Transit
745,745,2023-11-01,,BlueDart,Delivered
746,746,2023-02-24,,Ekart,Cancelled
747,747,2023-06-02,,Amazon Logistics,Delivered
748,748,2022-06-24,,Delhivery,Delivered
749,749,2023-03-13,,Delhivery,Delivered
750,750,2022-01-07,,DTDC,Pending
751,751,2023-09-29,,India Post,Pending
752,752,2022-01-03,,Delhivery,Delivered
753,753,2022-09-17,,Ekart,Delivered
754,754,2022-12-28,,Ekart,Delivered
755,755,2023-06-11,,Amazon Logistics,Delivered
756,756,2023-07-02,,India Post,Delivered
757,757,2023-02-11,,Amazon Logistics,Cancelled
758,758,2023-07-26,,BlueDart,Delivered
759,759,2023-06-03,2023-06-10,Delhivery,Returned
760,760,2022-12-20,,Delhivery,Pending
761,761,2023-12-28,,FedEx,Delivered
762,762,2022-11-30,,Ekart,Delivered
763,763,2023-09-07,2023-09-16,Ekart,Returned
764,764,2022-05-21,,BlueDart,Delivered
765,765,2022-01-08,,Amazon Logistics,In Transit
766,766,2023-03-02,,FedEx,In Transit
767,767,2023-02-09,,India Post,Cancelled
768,768,2023-11-01,,Amazon Logistics,Delivered
769,769,2023-11-24,,Ekart,Delivered
770,770,2023-01-25,,India Post,Delivered
771,771,2022-07-05,,Ekart,Cancelled
772,772,2022-01-12,,BlueDart,Delivered
773,773,2022-07-22,,India Post,Delivered
774,774,2022-01-25,,Ekart,In Transit
775,775,2023-12-30,,BlueDart,Delivered
776,776,2023-09-22,,Ekart,Cancelled
777,777,2022-08-18,,Delhivery,Pending
778,778,2022-02-10,2022-02-12,BlueDart,Returned
779,779,2023-12-27,,Amazon Logistics,Delivered
780,780,2023-10-18,2023-10-20,Amazon Logistics,Returned
781,781,2023-08-09,,Amazon Logistics,Delivered
782,782,2022-07-19,,BlueDart,Delivered
783,783,2023-12-05,,India Post,Delivered
784,784,2023-08-30,,Delhivery,Delivered
785,785,2022-09-26,2022-10-05,Amazon Logistics,Returned
786,786,2023-06-22,,DTDC,Delivered
787,787,2023-11-29,,Delhivery,In Transit
788,788,2023-09-26,,DTDC,Delivered
789,789,2023-04-13,,BlueDart,Delivered
790,790,2023-11-01,,India Post,Delivered
791,791,2023-02-26,,FedEx,In Transit
792,792,2023-04-25,,FedEx,Delivered
793,793,2022-02-16,,Ekart,Delivered
794,794,2022-10-16,,Amazon Logistics,Delivered
795,795,2022-11-22,,FedEx,Delivered
796,796,2022-03-30,,DTDC,Cancelled
797,797,2022-08-22,,Delhivery,Pending
798,798,2022-09-18,,India Post,Delivered
799,799,2022-03-07,,Amazon Logistics,Delivered
800,800,2023-05-12,,Delhivery,Delivered
801,801,2023-10-09,,FedEx,Cancelled
802,802,2022-09-13,,Ekart,Delivered
803,803,2022-12-17,,India Post,Cancelled
804,804,2023-06-19,,Amazon Logistics,Pending
805,805,2023-09-11,,FedEx,In Transit
806,806,2023-10-07,,FedEx,Delivered
807,807,2022-03-05,,Ekart,Delivered
808,808,2023-12-13,,DTDC,Delivered
809,809,2023-03-31,,India Post,Delivered
810,810,2023-03-21,,DTDC,In Transit
811,811,2023-07-31,,Amazon Logistics,Cancelled
812,812,2023-02-18,,BlueDart,In Transit
813,813,2022-09-01,,FedEx,Cancelled
814,814,2023-10-06,,DTDC,Delivered
815,815,2023-03-20,,Delhivery,Delivered
816,816,2022-12-15,,Amazon Logistics,Cancelled
817,817,2023-04-11,,India Post,Delivered
818,818,2022-04-25,,India Post,Delivered
819,819,2022-03-16,2022-03-20,India Post,Returned
820,820,2022-05-11,,India Post,Delivered
821,821,2023-03-10,,DTDC,Delivered
822,822,2022-07-12,,DTDC,Cancelled
823,823,2022-03-07,,India Post,Delivered
824,824,2023-06-11,,DTDC,In Transit
825,825,2022-11-16,,Amazon Logistics,Cancelled
826,826,2022-06-04,,Amazon Logistics,Delivered
827,827,2022-10-27,,Ekart,Delivered
828,828,2023-11-09,,DTDC,Delivered
829,829,2023-06-05,2023-06-15,FedEx,Returned
830,830,2023-03-12,,FedEx,Pending
831,831,2023-10-21,,India Post,Cancelled
832,832,2022-12-21,,FedEx,Delivered
833,833,2023-12-15,,Amazon Logistics,In Transit
834,834,2023-08-20,,Delhivery,Delivered
835,835,2023-03-08,,Ekart,Delivered
836,836,2022-02-17,2022-02-27,Ekart,Returned
837,837,2023-10-21,,Delhivery,Delivered
838,838,2023-10-02,,Delhivery,Delivered
839,839,2022-12-11,,BlueDart,Delivered
840,840,2023-02-17,,FedEx,Delivered
841,841,2022-03-20,,BlueDart,Delivered
842,842,2022-05-31,,Amazon Logistics,Delivered
843,843,2023-08-26,,FedEx,Delivered
844,844,2022-02-03,,India Post,Delivered
845,845,2022-08-16,,DTDC,In Transit
846,846,2022-12-16,,Delhivery,Delivered
847,847,2022-07-23,,FedEx,Cancelled
848,848,2022-04-17,,DTDC,Delivered
849,849,2023-11-03,,Delhivery,Delivered
850,850,2022-08-06,,India Post,Delivered
851,851,2023-01-18,,India Post,Pending
852,852,2023-10-04,2023-10-07,DTDC,Returned
853,853,2022-03-11,2022-03-14,FedEx,Returned
854,854,2022-05-18,,Delhivery,Delivered
855,855,2023-01-26,,BlueDart,Delivered
856,856,2023-03-17,2023-03-19,FedEx,Returned
857,857,2023-09-27,2023-10-06,DTDC,Returned
858,858,2022-11-01,,BlueDart,Delivered
859,859,2022-02-26,2022-03-06,Delhivery,Returned
860,860,2023-06-09,2023-06-16,India Post,Returned
861,861,2022-08-08,,BlueDart,Cancelled
862,862,2023-11-14,,India Post,Delivered
863,863,2023-02-03,,DTDC,In Transit
864,864,2023-01-20,,Ekart,Delivered
865,865,2022-11-28,,Ekart,Delivered
866,866,2023-05-12,,Delhivery,Delivered
867,867,2023-08-21,2023-08-27,Delhivery,Returned
868,868,2023-08-25,,Amazon Logistics,Delivered
869,869,2022-07-31,,Amazon Logistics,Delivered
870,870,2022-11-15,,Amazon Logistics,Delivered
871,871,2023-01-23,,Amazon Logistics,Delivered
872,872,2022-03-29,,India Post,Delivered
873,873,2022-08-26,,Amazon Logistics,Delivered
874,874,2023-10-01,,Delhivery,Delivered
875,875,2023-03-24,,BlueDart,Cancelled
876,876,2022-11-23,,FedEx,Delivered
877,877,2023-03-30,,Ekart,Delivered
878,878,2023-01-04,,Amazon Logistics,Delivered
879,879,2023-06-03,,Amazon Logistics,Delivered
880,880,2022-10-16,,India Post,Delivered
881,881,2022-03-20,,Amazon Logistics,Delivered
882,882,2022-12-10,,DTDC,Delivered
883,883,2022-11-09,,India Post,In Transit
884,884,2022-10-13,,India Post,Delivered
885,885,2022-05-25,,Delhivery,In Transit
886,886,2023-07-12,,BlueDart,Delivered
887,887,2022-11-05,,Ekart,Cancelled
888,888,2023-02-21,,FedEx,Cancelled
889,889,2023-11-07,,Delhivery,In Transit
890,890,2022-06-06,,Amazon Logistics,Delivered
891,891,2022-08-05,,BlueDart,Delivered
892,892,2023-07-21,,DTDC,In Transit
893,893,2023-04-23,,Amazon Logistics,Delivered
894,894,2022-07-14,,Delhivery,Pending
895,895,2023-03-05,,BlueDart,Delivered
896,896,2023-07-31,,FedEx,Delivered
897,897,2022-05-16,,Delhivery,Delivered
898,898,2023-11-08,,BlueDart,Delivered
899,899,2023-03-10,,India Post,In Transit
900,900,2023-12-12,,Amazon Logistics,Delivered
901,901,2022-01-29,2022-02-04,India Post,Returned
902,902,2022-06-08,,BlueDart,Delivered
903,903,2023-09-12,,Amazon Logistics,Delivered
904,904,2023-02-10,,BlueDart,Pending
905,905,2022-03-12,,Amazon Logistics,Delivered
906,906,2022-04-23,,Delhivery,Pending
907,907,2023-10-21,,DTDC,Delivered
908,908,2022-04-22,,DTDC,Delivered
909,909,2023-12-08,,India Post,Delivered
910,910,2022-07-24,,BlueDart,Delivered
911,911,2022-08-29,,BlueDart,Delivered
912,912,2023-04-16,,Delhivery,Delivered
913,913,2022-06-28,,BlueDart,Delivered
914,914,2022-04-27,,BlueDart,Delivered
915,915,2022-03-17,,BlueDart,Delivered
916,916,2022-08-03,,BlueDart,Cancelled
917,917,2023-11-14,,FedEx,Delivered
918,918,2022-11-17,,Ekart,Delivered
919,919,2023-12-04,,Ekart,Delivered
920,920,2022-06-01,,Ekart,Cancelled
921,921,2023-09-17,,Ekart,Delivered
922,922,2023-08-08,,Delhivery,Delivered
923,923,2023-08-14,,DTDC,Delivered
924,924,2023-10-29,,FedEx,Delivered
925,925,2024-01-04,,Ekart,Delivered
926,926,2022-06-30,,Delhivery,Delivered
927,927,2023-09-27,,BlueDart,Delivered
928,928,2023-11-09,,Delhivery,Delivered
929,929,2023-02-10,,India Post,Delivered
930,930,2022-06-15,,DTDC,Delivered
931,931,2023-11-16,,India Post,In Transit
932,932,2022-08-13,,DTDC,Delivered
933,933,2023-07-24,,Delhivery,Delivered
934,934,2022-04-19,,BlueDart,Cancelled
935,935,2023-02-28,,DTDC,Delivered
936,936,2023-06-04,,Amazon Logistics,Delivered
937,937,2023-10-18,,Amazon Logistics,In Transit
938,938,2023-01-27,,DTDC,Delivered
939,939,2022-07-23,,BlueDart,Delivered
940,940,2022-04-29,,BlueDart,Delivered
941,941,2023-04-24,,BlueDart,Delivered
942,942,2023-07-18,,BlueDart,In Transit
943,943,2023-03-27,,DTDC,Cancelled
944,944,2022-06-18,,DTDC,Delivered
945,945,2022-07-05,,FedEx,Delivered
946,946,2023-02-08,,Delhivery,In Transit
947,947,2022-01-13,,India Post,Delivered
948,948,2023-01-06,,Amazon Logistics,In Transit
949,949,2023-11-25,,India Post,Delivered
950,950,2022-02-20,,India Post,Cancelled
951,951,2023-10-21,,FedEx,In Transit
952,952,2022-04-19,,Ekart,Delivered
953,953,2022-02-27,,Delhivery,Delivered
954,954,2023-01-23,2023-02-01,Ekart,Returned
955,955,2023-01-20,,India Post,Delivered
956,956,2022-01-22,,Amazon Logistics,Pending
957,957,2022-12-17,,Amazon Logistics,In Transit
958,958,2022-03-11,,FedEx,Cancelled
959,959,2023-11-17,,Ekart,Delivered
960,960,2023-03-07,,Amazon Logistics,Cancelled
961,961,2022-12-01,,Ekart,Delivered
962,962,2022-08-05,,Ekart,Delivered
963,963,2023-03-19,,DTDC,Delivered
964,964,2023-01-02,,Delhivery,Delivered
965,965,2023-11-06,,Ekart,Delivered
966,966,2023-04-19,,India Post,In Transit
967,967,2022-10-14,,Delhivery,Delivered
968,968,2022-03-12,,FedEx,Delivered
969,969,2023-09-11,,BlueDart,In Transit
970,970,2023-08-11,,FedEx,Pending
971,971,2023-09-09,,FedEx,In Transit
972,972,2023-11-30,,India Post,In Transit
973,973,2022-12-09,,BlueDart,In Transit
974,974,2023-12-09,,FedEx,Delivered
975,975,2022-12-14,2022-12-19,BlueDart,Returned
976,976,2023-04-08,,DTDC,Delivered
977,977,2022-08-28,,FedEx,In Transit
978,978,2022-01-17,,DTDC,Delivered
979,979,2022-05-11,,India Post,In Transit
980,980,2022-09-12,,Ekart,Delivered
981,981,2023-01-24,,Amazon Logistics,Delivered
982,982,2023-01-21,,India Post,Delivered
983,983,2023-09-09,,Amazon Logistics,In Transit
984,984,2022-12-05,,DTDC,Delivered
985,985,2022-02-11,,FedEx,Delivered
986,986,2022-10-28,,India Post,Delivered
987,987,2022-12-07,,Ekart,Delivered
988,988,2022-03-02,,India Post,Pending
989,989,2023-12-09,,Amazon Logistics,Delivered
990,990,2023-01-29,,India Post,Delivered
991,991,2023-10-08,2023-10-13,India Post,Returned
992,992,2022-03-14,,DTDC,Delivered
993,993,2022-05-29,,Amazon Logistics,Delivered
994,994,2022-06-30,,FedEx,Cancelled
995,995,2022-08-01,,FedEx,Delivered
996,996,2023-04-26,,FedEx,In Transit
997,997,2022-09-09,,Amazon Logistics,Delivered
998,998,2022-11-12,,India Post,Delivered
999,999,2023-10-16,2023-10-21,India Post,Returned
1000,1000,2023-05-12,,India Post,Delivered
1001,1001,2022-06-23,,BlueDart,Delivered
1002,1002,2023-09-20,,DTDC,In Transit
1003,1003,2023-05-12,,FedEx,Delivered
1004,1004,2022-03-29,,Amazon Logistics,Delivered
1005,1005,2022-06-08,,FedEx,Delivered
1006,1006,2023-01-27,,Ekart,Delivered
1007,1007,2023-01-21,,India Post,Delivered
1008,1008,2022-12-13,,DTDC,Delivered
1009,1009,2022-06-11,,BlueDart,Delivered
1010,1010,2023-06-01,,Delhivery,Delivered
1011,1011,2023-02-24,,DTDC,Pending
1012,1012,2023-01-22,,Ekart,Delivered
1013,1013,2023-08-27,2023-08-31,BlueDart,Returned
1014,1014,2022-05-12,,India Post,Delivered
1015,1015,2023-03-24,,Amazon Logistics,Cancelled
1016,1016,2022-12-26,,Delhivery,Delivered
1017,1017,2023-12-11,,FedEx,Delivered
1018,1018,2023-02-02,,Delhivery,In Transit
1019,1019,2022-09-07,2022-09-14,DTDC,Returned
1020,1020,2023-01-09,,India Post,In Transit
1021,1021,2023-12-19,,Amazon Logistics,Delivered
1022,1022,2023-09-14,,India Post,Delivered
1023,1023,2022-09-14,,DTDC,Pending
1024,1024,2022-06-18,,Amazon Logistics,Cancelled
1025,1025,2023-10-23,,Ekart,Delivered
1026,1026,2023-08-29,,India Post,Delivered
1027,1027,2022-07-18,,India Post,Delivered
1028,1028,2023-03-18,,Ekart,Delivered
1029,1029,2023-07-04,,India Post,Delivered
1030,1030,2023-03-03,2023-03-13,FedEx,Returned
1031,1031,2022-04-27,,Delhivery,Cancelled
1032,1032,2022-12-21,,Amazon Logistics,Delivered
1033,1033,2022-08-04,,Amazon Logistics,Delivered
1034,1034,2022-11-13,,India Post,Cancelled
1035,1035,2022-01-03,,Ekart,Cancelled
1036,1036,2023-03-06,,India Post,In Transit
1037,1037,2023-03-19,,DTDC,Delivered
1038,1038,2023-12-23,,Amazon Logistics,Delivered
1039,1039,2023-06-04,,DTDC,Delivered
1040,1040,2022-08-10,,Amazon Logistics,Delivered
1041,1041,2022-07-08,,BlueDart,Delivered
1042,1042,2023-02-25,2023-03-03,Ekart,Returned
1043,1043,2022-04-23,,India Post,Delivered
1044,1044,2022-11-01,,DTDC,Delivered
1045,1045,2022-03-11,,FedEx,Delivered
1046,1046,2023-05-06,,DTDC,In Transit
1047,1047,2022-01-11,,BlueDart,In Transit
1048,1048,2022-01-11,,FedEx,Cancelled
1049,1049,2022-02-16,,Ekart,Delivered
1050,1050,2022-01-12,,BlueDart,Delivered
1051,1051,2022-10-05,,Ekart,Delivered
1052,1052,2022-12-15,,DTDC,Delivered
1053,1053,2023-12-02,,Ekart,Pending
1054,1054,2022-09-05,,Amazon Logistics,In Transit
1055,1055,2023-01-26,,DTDC,Pending
1056,1056,2022-12-09,,BlueDart,Delivered
1057,1057,2023-12-20,,FedEx,Cancelled
1058,1058,2022-05-28,,Ekart,Delivered
1059,1059,2023-07-02,,BlueDart,In Transit
1060,1060,2022-09-13,,Amazon Logistics,Delivered
1061,1061,2023-11-07,,BlueDart,Delivered
1062,1062,2023-11-13,,Ekart,Pending
1063,1063,2022-11-30,,Amazon Logistics,Delivered
1064,1064,2022-02-17,,Delhivery,Delivered
1065,1065,2023-04-02,,Delhivery,Delivered
1066,1066,2023-09-23,,Ekart,Delivered
1067,1067,2023-05-04,2023-05-10,India Post,Returned
1068,1068,2023-02-02,,Delhivery,Delivered
1069,1069,2022-05-28,2022-06-06,Delhivery,Returned
1070,1070,2023-06-03,,DTDC,Delivered
1071,1071,2022-04-04,,India Post,Pending
1072,1072,2023-04-28,,Amazon Logistics,Pending
1073,1073,2023-05-14,,FedEx,Delivered
1074,1074,2022-08-10,,Amazon Logistics,Pending
1075,1075,2023-12-22,,India Post,Delivered
1076,1076,2022-02-02,2022-02-04,Amazon Logistics,Returned
1077,1077,2022-10-17,,India Post,Delivered
1078,1078,2023-05-04,,DTDC,Delivered
1079,1079,2022-05-22,,FedEx,Delivered
1080,1080,2023-05-20,,Amazon Logistics,Delivered
1081,1081,2022-08-22,,Ekart,In Transit
1082,1082,2023-09-13,,FedEx,Delivered
1083,1083,2023-01-31,,FedEx,Cancelled
1084,1084,2023-03-29,,Delhivery,Delivered
1085,1085,2022-05-02,,Ekart,Delivered
1086,1086,2022-12-20,,Delhivery,Pending
1087,1087,2022-05-02,,Ekart,Delivered
1088,1088,2022-11-18,,DTDC,Delivered
1089,1089,2022-01-07,,BlueDart,Delivered
1090,1090,2022-07-15,,India Post,Pending
1091,1091,2022-11-26,,BlueDart,Cancelled
1092,1092,2022-05-11,,FedEx,Delivered
1093,1093,2022-08-20,,Amazon Logistics,Delivered
1094,1094,2023-04-20,,Delhivery,Cancelled
1095,1095,2022-11-02,,Delhivery,Delivered
1096,1096,2023-04-13,,Amazon Logistics,Delivered
1097,1097,2023-11-16,,DTDC,Delivered
1098,1098,2022-11-28,,Amazon Logistics,Pending
1099,1099,2022-05-10,,BlueDart,Delivered
1100,1100,2023-10-14,,Amazon Logistics,Delivered
1101,1101,2023-12-24,,Delhivery,Delivered
1102,1102,2022-12-12,,DTDC,Delivered
1103,1103,2022-08-24,,BlueDart,Delivered
1104,1104,2022-07-07,,BlueDart,In Transit
1105,1105,2022-11-04,2022-11-09,DTDC,Returned
1106,1106,2022-06-15,,Amazon Logistics,Delivered
1107,1107,2023-03-13,,DTDC,Pending
1108,1108,2023-02-07,,India Post,Delivered
1109,1109,2022-10-19,2022-10-26,Ekart,Returned
1110,1110,2023-12-23,,DTDC,Delivered
1111,1111,2022-05-16,,Amazon Logistics,Cancelled
1112,1112,2022-02-28,,Delhivery,Delivered
1113,1113,2023-11-06,,Delhivery,Delivered
1114,1114,2023-12-17,2023-12-20,India Post,Returned
1115,1115,2022-08-05,,Delhivery,Delivered
1116,1116,2023-10-30,,BlueDart,In Transit
1117,1117,2023-08-16,,DTDC,Cancelled
1118,1118,2022-06-02,,India Post,In Transit
1119,1119,2022-06-23,,BlueDart,Delivered
1120,1120,2023-05-06,,Amazon Logistics,Delivered
1121,1121,2023-06-13,,India Post,Delivered
1122,1122,2022-06-04,,BlueDart,Delivered
1123,1123,2022-02-08,,BlueDart,Delivered
1124,1124,2022-11-10,,BlueDart,Pending
1125,1125,2023-11-02,,India Post,Cancelled
1126,1126,2023-11-22,,India Post,Cancelled
1127,1127,2023-11-02,,Delhivery,Delivered
1128,1128,2023-04-02,,Amazon Logistics,Delivered
1129,1129,2022-03-27,,DTDC,Delivered
1130,1130,2023-06-08,,Delhivery,Delivered
1131,1131,2023-08-11,,India Post,In Transit
1132,1132,2022-04-10,,DTDC,Delivered
1133,1133,2023-05-13,,India Post,Delivered
1134,1134,2023-08-13,,Amazon Logistics,Delivered
1135,1135,2023-07-09,,India Post,Cancelled
1136,1136,2022-01-23,,India Post,Cancelled
1137,1137,2023-06-30,,Amazon Logistics,Delivered
1138,1138,2023-08-24,,FedEx,Cancelled
1139,1139,2023-11-02,,India Post,In Transit
1140,1140,2023-11-08,,DTDC,Delivered
1141,1141,2023-09-10,,BlueDart,Delivered
1142,1142,2023-04-04,,Amazon Logistics,Delivered
1143,1143,2022-05-16,,BlueDart,In Transit
1144,1144,2022-04-03,2022-04-09,DTDC,Returned
1145,1145,2022-02-07,,Ekart,Delivered
1146,1146,2023-01-09,,FedEx,Delivered
1147,1147,2023-11-08,,Amazon Logistics,Delivered
1148,1148,2023-06-19,,DTDC,In Transit
1149,1149,2023-04-03,,Ekart,Delivered
1150,1150,2022-11-20,,FedEx,Delivered
1151,1151,2023-06-09,,Ekart,Delivered
1152,1152,2022-02-20,,Delhivery,Delivered
1153,1153,2022-11-08,,DTDC,Pending
1154,1154,2023-09-10,,FedEx,Delivered
1155,1155,2022-10-13,,DTDC,Delivered
1156,1156,2022-03-23,,FedEx,Delivered
1157,1157,2023-10-31,,BlueDart,Delivered
1158,1158,2022-03-29,,Amazon Logistics,In Transit
1159,1159,2023-12-15,,Delhivery,Delivered
1160,1160,2023-10-09,,DTDC,Pending
1161,1161,2023-12-20,,DTDC,In Transit
1162,1162,2023-08-06,,Delhivery,Cancelled
1163,1163,2023-09-15,,FedEx,Cancelled
1164,1164,2022-11-21,,India Post,Delivered
1165,1165,2023-09-13,,India Post,Delivered
1166,1166,2023-07-02,,India Post,Delivered
1167,1167,2022-03-11,,FedEx,Delivered
1168,1168,2022-12-13,,BlueDart,Delivered
1169,1169,2022-08-23,,BlueDart,Delivered
1170,1170,2022-08-20,,DTDC,Cancelled
1171,1171,2022-05-08,,Amazon Logistics,In Transit
1172,1172,2022-11-14,,India Post,Delivered
1173,1173,2022-12-29,2023-01-01,FedEx,Returned
1174,1174,2023-07-23,,Amazon Logistics,Delivered
1175,1175,2022-02-21,,DTDC,Pending
1176,1176,2023-02-06,,Amazon Logistics,Cancelled
1177,1177,2023-11-29,,Delhivery,Delivered
1178,1178,2023-02-20,,Delhivery,Delivered
1179,1179,2022-01-13,,India Post,In Transit
1180,1180,2023-11-09,,Ekart,Delivered
1181,1181,2022-10-05,,Ekart,Delivered
1182,1182,2023-01-18,,DTDC,Delivered
1183,1183,2023-09-19,,FedEx,Delivered
1184,1184,2023-03-30,,DTDC,Delivered
1185,1185,2022-10-15,,Delhivery,Delivered
1186,1186,2022-08-24,2022-08-30,Ekart,Returned
1187,1187,2022-11-12,,Amazon Logistics,Delivered
1188,1188,2022-04-04,,BlueDart,Delivered
1189,1189,2022-09-07,,BlueDart,Delivered
1190,1190,2022-03-04,,FedEx,Delivered
1191,1191,2023-05-25,,Amazon Logistics,Pending
