order_id,order_date,customer_id,seller_id,order_status
807,2022-03-04,939,5,Completed
808,2023-12-12,67,17,Completed
809,2023-03-29,57,39,Completed
810,2023-03-19,68,14,Shipped
811,2023-07-27,54,38,Cancelled
812,2023-02-16,99,80,Shipped
813,2022-08-27,886,77,Cancelled
814,2023-10-01,11,59,Completed
815,2023-03-15,902,80,Completed
816,2022-12-14,667,87,Cancelled
817,2023-04-10,530,43,Completed
818,2022-04-21,106,2,Completed
819,2022-03-11,608,25,Returned
820,2022-05-10,653,66,Completed
821,2023-03-08,493,93,Completed
822,2022-07-10,249,18,Cancelled
823,2022-03-03,131,40,Completed
824,2023-06-10,983,84,Shipped
825,2022-11-15,598,70,Cancelled
826,2022-05-31,481,40,Completed
827,2022-10-26,378,2,Completed
828,2023-11-05,695,19,Completed
829,2023-06-04,839,72,Returned
830,2023-03-09,353,26,Pending
831,2023-10-18,931,26,Cancelled
832,2022-12-16,194,86,Completed
833,2023-12-10,479,77,Shipped
834,2023-08-16,580,43,Completed
835,2023-03-05,337,21,Completed
836,2022-02-13,508,29,Returned
837,2023-10-17,229,89,Completed
838,2023-10-01,219,31,Completed
839,2022-12-06,827,95,Completed
840,2023-02-14,189,1,Completed
841,2022-03-17,367,4,Completed
842,2022-05-26,298,57,Completed
843,2023-08-23,935,98,Completed
844,2022-01-31,204,26,Completed
845,2022-08-13,907,34,Shipped
846,2022-12-14,868,71,Completed
847,2022-07-20,23,23,Cancelled
848,2022-04-14,22,87,Completed
849,2023-11-02,807,15,Completed
850,2022-08-04,313,59,Completed
851,2023-01-17,677,22,Pending
852,2023-10-01,903,56,Returned
853,2022-03-08,122,19,Returned
854,2022-05-14,814,25,Completed
855,2023-01-23,712,48,Completed
856,2023-03-16,652,32,Returned
857,2023-09-23,602,25,Returned
858,2022-10-29,809,20,Completed
859,2022-02-24,645,36,Returned
860,2023-06-05,992,75,Returned
861,2022-08-03,745,11,Cancelled
862,2023-11-11,630,9,Completed
863,2023-02-02,770,83,Shipped
864,2023-01-19,511,67,Completed
865,2022-11-26,730,48,Completed
866,2023-05-10,733,64,Completed
867,2023-08-19,411,82,Returned
868,2023-08-21,666,5,Completed
869,2022-07-27,463,31,Completed
870,2022-11-10,436,49,Completed
871,2023-01-19,261,71,Completed
872,2022-03-28,303,57,Completed
873,2022-08-24,598,6,Completed
874,2023-09-29,345,55,Completed
875,2023-03-19,419,48,Cancelled
876,2022-11-21,280,49,Completed
877,2023-03-29,240,34,Completed
878,2023-01-03,924,11,Completed
879,2023-05-29,526,70,Completed
880,2022-10-11,949,30,Completed
881,2022-03-15,369,5,Completed
882,2022-12-08,202,87,Completed
883,2022-11-06,764,99,Shipped
884,2022-10-09,196,91,Completed
885,2022-05-22,876,97,Shipped
886,2023-07-11,935,34,Completed
887,2022-11-03,289,45,Cancelled
888,2023-02-18,969,52,Cancelled
889,2023-11-03,13,61,Shipped
890,2022-06-02,887,51,Completed
891,2022-08-03,486,30,Completed
892,2023-07-20,776,60,Shipped
893,2023-04-18,349,11,Completed
894,2022-07-12,440,99,Pending
895,2023-03-04,215,57,Completed
896,2023-07-26,31,48,Completed
897,2022-05-12,313,95,Completed
898,2023-11-06,855,46,Completed
899,2023-03-06,436,88,Shipped
900,2023-12-09,551,39,Completed
901,2022-01-24,582,5,Returned
902,2022-06-07,976,43,Completed
903,2023-09-10,936,78,Completed
904,2023-02-05,391,27,Pending
905,2022-03-07,548,50,Completed
906,2022-04-22,337,73,Pending
907,2023-10-17,917,39,Completed
908,2022-04-17,692,71,Completed
909,2023-12-07,618,63,Completed
910,2022-07-23,72,50,Completed
911,2022-08-27,299,85,Completed
912,2023-04-11,59,48,Completed
913,2022-06-25,335,53,Completed
914,2022-04-24,133,69,Completed
915,2022-03-12,399,27,Completed
916,2022-07-30,318,56,Cancelled
917,2023-11-12,487,21,Completed
918,2022-11-14,602,26,Completed
919,2023-12-03,470,36,Completed
920,2022-05-27,457,9,Cancelled
921,2023-09-12,827,32,Completed
922,2023-08-06,901,63,Completed
923,2023-08-13,41,95,Completed
924,2023-10-24,903,59,Completed
925,2023-12-30,812,39,Completed
926,2022-06-29,426,32,Completed
927,2023-09-25,751,56,Completed
928,2023-11-06,188,90,Completed
929,2023-02-07,716,6,Completed
930,2022-06-11,281,81,Completed
931,2023-11-14,939,9,Shipped
932,2022-08-11,931,64,Completed
933,2023-07-21,125,48,Completed
934,2022-04-18,517,99,Cancelled
935,2023-02-24,462,22,Completed
936,2023-06-03,46,60,Completed
937,2023-10-17,712,87,Shipped
938,2023-01-26,352,96,Completed
939,2022-07-19,407,5,Completed
940,2022-04-28,727,18,Completed
941,2023-04-21,497,60,Completed
942,2023-07-16,673,32,Shipped
943,2023-03-25,144,61,Cancelled
944,2022-06-15,175,3,Completed
945,2022-07-01,302,16,Completed
946,2023-02-05,173,10,Shipped
947,2022-01-12,694,35,Completed
948,2023-01-02,183,28,Shipped
949,2023-11-23,546,28,Completed
950,2022-02-18,857,82,Cancelled
951,2023-10-19,679,92,Shipped
952,2022-04-16,400,89,Completed
953,2022-02-23,613,1,Completed
954,2023-01-22,786,26,Returned
955,2023-01-19,931,31,Completed
956,2022-01-17,432,4,Pending
957,2022-12-12,841,25,Shipped
958,2022-03-06,226,13,Cancelled
959,2023-11-12,172,93,Completed
960,2023-03-02,525,14,Cancelled
961,2022-11-27,576,81,Completed
962,2022-08-01,957,70,Completed
963,2023-03-15,124,30,Completed
964,2023-01-01,332,23,Completed
965,2023-11-01,324,2,Completed
966,2023-04-15,226,9,Shipped
967,2022-10-13,666,80,Completed
968,2022-03-10,907,28,Completed
969,2023-09-06,512,14,Shipped
970,2023-08-06,176,33,Pending
971,2023-09-07,333,81,Shipped
972,2023-11-26,947,99,Shipped
973,2022-12-07,180,82,Shipped
974,2023-12-06,326,86,Completed
975,2022-12-10,19,78,Returned
976,2023-04-05,392,66,Completed
977,2022-08-27,516,76,Shipped
978,2022-01-14,239,3,Completed
979,2022-05-08,317,31,Shipped
980,2022-09-07,635,11,Completed
981,2023-01-19,511,38,Completed
982,2023-01-20,210,83,Completed
983,2023-09-05,969,57,Shipped
984,2022-12-03,138,36,Completed
985,2022-02-10,534,54,Completed
986,2022-10-23,769,4,Completed
987,2022-12-06,351,32,Completed
988,2022-02-25,929,86,Pending
989,2023-12-05,713,93,Completed
990,2023-01-26,534,42,Completed
991,2023-10-07,7,9,Returned
992,2022-03-13,977,25,Completed
993,2022-05-25,961,27,Completed
994,2022-06-27,607,71,Cancelled
995,2022-07-29,242,65,Completed
996,2023-04-24,319,22,Shipped
997,2022-09-08,435,23,Completed
998,2022-11-07,293,74,Completed
999,2023-10-13,207,35,Returned
1000,2023-05-08,82,47,Completed
1001,2022-06-21,483,57,Completed
1002,2023-09-17,753,56,Shipped
1003,2023-05-09,21,98,Completed
1004,2022-03-27,778,39,Completed
1005,2022-06-06,567,94,Completed
1006,2023-01-25,475,40,Completed
1007,2023-01-20,576,78,Completed
1008,2022-12-08,140,92,Completed
1009,2022-06-08,939,25,Completed
1010,2023-05-28,748,93,Completed
1011,2023-02-19,948,54,Pending
1012,2023-01-18,394,63,Completed
1013,2023-08-26,73,53,Returned
1014,2022-05-08,395,73,Completed
1015,2023-03-23,981,33,Cancelled
1016,2022-12-23,522,91,Completed
1017,2023-12-07,378,90,Completed
1018,2023-01-30,949,55,Shipped
1019,2022-09-06,490,5,Returned
1020,2023-01-06,647,91,Shipped
1021,2023-12-16,682,83,Completed
1022,2023-09-12,467,88,Completed
1023,2022-09-11,617,75,Pending
1024,2022-06-15,13,15,Cancelled
1025,2023-10-22,729,50,Completed
1026,2023-08-24,998,11,Completed
1027,2022-07-13,898,55,Completed
1028,2023-03-14,259,89,Completed
1029,2023-06-30,675,49,Completed
1030,2023-02-26,771,94,Returned
1031,2022-04-22,652,74,Cancelled
1032,2022-12-19,834,19,Completed
1033,2022-08-03,953,96,Completed
1034,2022-11-12,7,22,Cancelled
1035,2022-01-02,100,9,Cancelled
1036,2023-03-04,538,54,Shipped
1037,2023-03-18,175,23,Completed
1038,2023-12-22,138,26,Completed
1039,2023-05-30,972,15,Completed
1040,2022-08-06,191,26,Completed
1041,2022-07-07,829,98,Completed
1042,2023-02-23,452,81,Returned
1043,2022-04-22,890,82,Completed
1044,2022-10-28,88,49,Completed
1045,2022-03-07,351,4,Completed
1046,2023-05-05,497,87,Shipped
1047,2022-01-10,63,35,Shipped
1048,2022-01-08,682,75,Cancelled
1049,2022-02-12,100,28,Completed
1050,2022-01-08,385,78,Completed
1051,2022-09-30,955,63,Completed
1052,2022-12-12,619,55,Completed
1053,2023-11-30,912,44,Pending
1054,2022-09-03,964,47,Shipped
1055,2023-01-23,626,8,Pending
1056,2022-12-05,826,13,Completed
1057,2023-12-17,412,93,Cancelled
1058,2022-05-23,27,78,Completed
1059,2023-06-28,287,90,Shipped
1060,2022-09-12,378,58,Completed
1061,2023-11-06,891,61,Completed
1062,2023-11-08,193,1,Pending
1063,2022-11-26,18,82,Completed
1064,2022-02-16,993,95,Completed
1065,2023-03-31,240,78,Completed
1066,2023-09-20,814,11,Completed
1067,2023-05-03,675,90,Returned
1068,2023-01-30,301,78,Completed
1069,2022-05-27,891,67,Returned
1070,2023-06-01,33,17,Completed
1071,2022-03-31,309,87,Pending
1072,2023-04-24,173,58,Pending
1073,2023-05-09,679,70,Completed
1074,2022-08-05,175,97,Pending
1075,2023-12-18,92,14,Completed
1076,2022-01-30,165,42,Returned
1077,2022-10-15,226,93,Completed
1078,2023-05-03,975,86,Completed
1079,2022-05-20,945,69,Completed
1080,2023-05-19,93,89,Completed
1081,2022-08-18,955,74,Shipped
1082,2023-09-08,67,83,Completed
1083,2023-01-26,670,83,Cancelled
1084,2023-03-24,828,30,Completed
1085,2022-04-29,298,12,Completed
1086,2022-12-15,759,76,Pending
1087,2022-04-29,587,48,Completed
1088,2022-11-17,977,49,Completed
1089,2022-01-02,319,8,Completed
1090,2022-07-14,868,50,Pending
1091,2022-11-24,790,47,Cancelled
1092,2022-05-10,533,85,Completed
1093,2022-08-16,110,51,Completed
1094,2023-04-17,324,19,Cancelled
1095,2022-10-31,858,29,Completed
1096,2023-04-12,151,77,Completed
1097,2023-11-13,870,90,Completed
1098,2022-11-24,317,65,Pending
1099,2022-05-07,281,91,Completed
1100,2023-10-09,849,28,Completed
1101,2023-12-23,990,49,Completed
1102,2022-12-08,157,92,Completed
1103,2022-08-19,718,95,Completed
1104,2022-07-03,878,63,Shipped
1105,2022-11-03,835,85,Returned
1106,2022-06-13,23,71,Completed
1107,2023-03-09,695,61,Pending
1108,2023-02-05,401,10,Completed
1109,2022-10-17,290,90,Returned
1110,2023-12-19,877,71,Completed
1111,2022-05-15,332,97,Cancelled
1112,2022-02-25,871,91,Completed
1113,2023-11-02,168,74,Completed
1114,2023-12-14,495,38,Returned
1115,2022-08-03,224,96,Completed
1116,2023-10-29,10,47,Shipped
1117,2023-08-13,105,87,Cancelled
1118,2022-06-01,386,55,Shipped
1119,2022-06-22,949,8,Completed
1120,2023-05-01,184,7,Completed
1121,2023-06-12,666,44,Completed
1122,2022-06-02,643,93,Completed
1123,2022-02-04,122,31,Completed
1124,2022-11-06,705,77,Pending
1125,2023-10-31,764,49,Cancelled
1126,2023-11-18,675,12,Cancelled
1127,2023-10-28,392,36,Completed
1128,2023-04-01,377,2,Completed
1129,2022-03-26,125,63,Completed
1130,2023-06-06,231,3,Completed
1131,2023-08-10,492,36,Shipped
1132,2022-04-07,814,76,Completed
1133,2023-05-11,661,90,Completed
1134,2023-08-09,129,13,Completed
1135,2023-07-05,190,52,Cancelled
1136,2022-01-21,404,72,Cancelled
1137,2023-06-27,501,9,Completed
1138,2023-08-22,552,92,Cancelled
1139,2023-10-30,128,97,Shipped
1140,2023-11-06,920,16,Completed
1141,2023-09-06,712,24,Completed
1142,2023-04-03,820,41,Completed
1143,2022-05-12,589,27,Shipped
1144,2022-03-31,576,33,Returned
1145,2022-02-05,87,16,Completed
1146,2023-01-08,990,70,Completed
1147,2023-11-05,1,32,Completed
1148,2023-06-16,927,38,Shipped
1149,2023-04-01,144,74,Completed
1150,2022-11-17,536,46,Completed
1151,2023-06-07,215,89,Completed
1152,2022-02-15,243,5,Completed
1153,2022-11-03,877,28,Pending
1154,2023-09-09,566,28,Completed
1155,2022-10-12,132,94,Completed
1156,2022-03-18,564,33,Completed
1157,2023-10-28,926,21,Completed
1158,2022-03-27,968,33,Shipped
1159,2023-12-13,147,69,Completed
1160,2023-10-07,751,35,Pending
1161,2023-12-15,662,25,Shipped
1162,2023-08-01,674,83,Cancelled
1163,2023-09-12,168,54,Cancelled
1164,2022-11-20,807,56,Completed
1165,2023-09-11,254,10,Completed
1166,2023-06-29,113,88,Completed
1167,2022-03-09,338,82,Completed
1168,2022-12-08,797,35,Completed
1169,2022-08-20,281,2,Completed
1170,2022-08-16,388,14,Cancelled
1171,2022-05-07,180,68,Shipped
1172,2022-11-10,603,63,Completed
1173,2022-12-24,718,74,Returned
1174,2023-07-19,278,78,Completed
1175,2022-02-19,175,41,Pending
1176,2023-02-03,186,45,Cancelled
1177,2023-11-26,992,69,Completed
1178,2023-02-17,489,76,Completed
1179,2022-01-10,704,66,Shipped
1180,2023-11-05,130,19,Completed
1181,2022-10-01,55,93,Completed
1182,2023-01-15,725,100,Completed
1183,2023-09-16,429,91,Completed
1184,2023-03-26,363,60,Completed
1185,2022-10-10,976,55,Completed
1186,2022-08-23,313,82,Returned
1187,2022-11-09,417,99,Completed
1188,2022-04-03,650,11,Completed
1189,2022-09-03,968,12,Completed
1190,2022-02-28,87,96,Completed
1191,2023-05-20,828,2,Pending
1192,2023-03-11,694,66,Pending
1193,2022-05-20,492,64,Completed
1194,2023-11-25,910,69,Shipped
1195,2023-02-20,15,79,Completed
1196,2022-01-08,732,55,Shipped
1197,2022-12-20,251,95,Shipped
1198,2023-06-25,701,78,Completed
1199,2023-04-05,988,22,Shipped
1200,2023-06-21,926,29,Completed
1201,2023-01-11,860,18,Completed
1202,2022-02-22,433,64,Completed
1203,2023-01-18,994,15,Completed
1204,2023-11-27,256,70,Returned
1205,2022-05-01,298,39,Completed
1206,2022-09-29,219,1,Shipped
1207,2023-08-06,404,28,Returned
1208,2023-10-21,528,5,Pending
1209,2023-09-25,869,63,Completed
1210,2022-01-07,631,59,Completed
1211,2022-12-29,110,1,Completed
1212,2022-07-10,412,46,Completed
1213,2023-03-18,504,26,Completed
1214,2023-06-11,921,20,Completed
1215,2023-05-15,8,20,Shipped
1216,2022-09-14,232,61,Completed
1217,2022-11-03,374,55,Returned
1218,2023-07-04,832,35,Completed
1219,2023-03-26,673,57,Completed
1220,2022-12-29,766,56,Completed
1221,2023-12-28,204,15,Completed
1222,2022-02-11,137,51,Completed
1223,2022-12-06,923,5,Completed
1224,2022-07-23,972,62,Pending
1225,2022-09-30,122,54,Completed
1226,2023-05-23,820,88,Shipped
1227,2022-11-29,770,98,Cancelled
1228,2023-02-14,514,93,Returned
1229,2023-02-03,135,15,Pending
1230,2022-01-22,130,20,Completed
1231,2022-01-14,786,88,Completed
1232,2023-11-26,850,44,Completed
1233,2023-09-04,756,2,Completed
1234,2022-10-24,289,63,Completed
1235,2023-03-16,254,80,Completed
1236,2023-06-08,192,32,Completed
1237,2022-04-28,885,34,Pending
1238,2022-09-11,683,55,Completed
1239,2023-12-25,802,14,Shipped
1240,2023-05-30,626,24,Completed
1241,2023-08-29,645,82,Completed
1242,2022-05-04,136,52,Completed
1243,2022-07-16,952,19,Completed
1244,2023-09-24,205,12,Returned
1245,2023-01-25,418,68,Completed
1246,2023-10-11,237,29,Completed
1247,2023-05-06,63,66,Completed
1248,2022-02-22,312,15,Completed
1249,2022-10-15,966,45,Shipped
1250,2022-09-10,328,7,Completed
1251,2022-01-01,54,85,Shipped
1252,2022-08-06,293,61,Completed
1253,2023-09-14,104,56,Completed
1254,2023-05-19,373,43,Completed
1255,2022-04-10,686,2,Shipped
1256,2022-05-14,340,47,Shipped
1257,2023-01-06,761,100,Completed
1258,2023-09-12,381,31,Shipped
1259,2022-08-04,599,50,Completed
1260,2022-04-19,134,81,Shipped
1261,2022-05-04,43,76,Pending
1262,2023-11-02,838,25,Completed
1263,2023-04-02,948,13,Completed
1264,2023-07-14,634,44,Completed
1265,2023-05-01,780,26,Completed
1266,2022-06-07,45,17,Completed
1267,2023-07-18,729,33,Returned
1268,2023-07-28,999,45,Returned
1269,2023-04-05,645,92,Completed
1270,2023-03-23,70,62,Completed
1271,2023-05-31,810,3,Completed
1272,2022-10-08,714,17,Completed
1273,2023-08-03,63,89,Completed
1274,2023-02-12,507,88,Completed
1275,2023-06-10,995,10,Completed
1276,2023-06-06,394,72,Cancelled
1277,2023-02-15,622,35,Completed
1278,2022-01-04,164,74,Completed
1279,2023-12-15,10,66,Completed
1280,2023-12-26,738,68,Completed
1281,2022-08-14,304,91,Completed
1282,2022-05-02,176,29,Completed
1283,2022-09-01,299,6,Completed
1284,2022-10-12,950,18,Completed
1285,2022-02-22,658,32,Pending
1286,2022-08-04,548,15,Completed
1287,2022-12-22,648,78,Pending
1288,2022-11-29,86,91,Returned
1289,2022-09-28,740,18,Completed
1290,2023-09-19,302,42,Pending
1291,2023-10-03,836,2,Cancelled
1292,2022-08-13,749,36,Completed
1293,2022-01-17,551,85,Pending
1294,2023-08-21,109,93,Shipped
1295,2023-01-27,969,84,Completed
1296,2023-10-04,650,78,Completed
1297,2023-03-29,226,42,Completed
1298,2023-08-19,645,97,Completed
1299,2023-04-02,238,94,Shipped
1300,2023-01-13,152,62,Completed
1301,2022-07-05,471,24,Cancelled
1302,2022-06-30,194,73,Completed
1303,2022-07-04,664,37,Completed
1304,2022-06-16,907,23,Cancelled
1305,2023-12-05,623,25,Completed
1306,2022-03-15,437,32,Completed
1307,2023-10-23,994,52,Completed
1308,2023-06-24,141,94,Shipped
1309,2022-01-13,618,13,Completed
1310,2022-01-22,113,2,Shipped
1311,2023-10-22,958,6,Completed
1312,2022-03-27,275,19,Pending
1313,2023-09-07,14,2,Pending
1314,2022-04-19,556,95,Cancelled
1315,2023-12-26,88,26,Completed
1316,2023-07-31,914,57,Cancelled
1317,2022-11-11,340,62,Completed
1318,2022-02-27,557,89,Completed
1319,2023-07-11,127,3,Cancelled
1320,2022-04-16,558,38,Completed
1321,2023-03-02,146,1,Returned
1322,2022-01-25,233,55,Completed
1323,2022-12-28,672,37,Completed
1324,2023-12-02,394,88,Returned
1325,2022-04-26,504,22,Pending
1326,2022-08-18,105,37,Completed
1327,2023-09-23,342,16,Completed
1328,2022-03-28,918,6,Completed
1329,2022-07-02,439,68,Completed
1330,2022-07-05,696,55,Completed
1331,2023-11-15,704,39,Completed
1332,2022-10-21,357,14,Completed
1333,2023-05-27,678,48,Pending
1334,2023-12-30,818,10,Cancelled
1335,2022-06-02,797,84,Completed
1336,2022-06-01,400,58,Shipped
1337,2023-05-05,835,9,Completed
1338,2023-03-14,983,94,Completed
1339,2022-04-03,331,17,Completed
1340,2023-01-30,362,41,Completed
1341,2023-05-08,711,53,Completed
1342,2023-10-14,342,18,Cancelled
1343,2023-11-01,944,32,Completed
1344,2023-07-17,510,69,Completed
1345,2023-06-30,550,30,Completed
1346,2023-08-18,733,54,Completed
1347,2023-12-12,831,96,Completed
1348,2022-03-31,241,47,Completed
1349,2022-01-18,372,72,Completed
1350,2022-05-17,944,15,Completed
1351,2022-12-24,370,100,Cancelled
1352,2022-10-29,472,19,Cancelled
1353,2023-07-19,996,54,Completed
1354,2022-08-18,58,96,Completed
1355,2023-12-14,721,19,Completed
1356,2022-01-27,713,55,Completed
1357,2023-12-20,109,85,Completed
1358,2023-05-04,858,77,Returned
1359,2022-01-31,151,47,Completed
1360,2022-09-08,79,2,Completed
1361,2023-03-03,154,98,Completed
1362,2022-05-24,767,68,Shipped
1363,2022-11-03,482,53,Shipped
1364,2023-03-31,801,83,Shipped
1365,2022-10-21,114,20,Completed
1366,2023-10-20,33,78,Shipped
1367,2023-05-31,165,2,Completed
1368,2023-03-10,697,59,Completed
1369,2022-09-22,942,74,Completed
1370,2023-12-28,233,55,Pending
1371,2022-10-06,997,12,Completed
1372,2022-05-09,761,28,Completed
1373,2022-02-27,225,51,Completed
1374,2023-07-27,620,10,Cancelled
1375,2023-04-25,489,41,Shipped
1376,2023-02-19,848,49,Completed
1377,2023-01-16,663,55,Completed
1378,2022-04-22,107,10,Completed
1379,2022-12-10,29,31,Completed
1380,2023-07-09,110,9,Completed
1381,2022-01-12,775,40,Completed
1382,2022-07-26,654,5,Completed
1383,2022-03-29,584,73,Completed
1384,2023-05-11,47,7,Completed
1385,2022-11-13,9,46,Shipped
1386,2023-02-12,513,25,Completed
1387,2023-02-05,744,46,Pending
1388,2023-12-21,691,13,Completed
1389,2023-05-31,104,65,Cancelled
1390,2022-06-03,25,76,Cancelled
1391,2023-05-04,601,5,Completed
1392,2022-06-05,699,60,Completed
1393,2023-10-03,96,92,Completed
1394,2022-08-09,827,88,Shipped
1395,2022-06-14,987,65,Completed
1396,2023-09-16,668,67,Pending
1397,2022-12-16,459,17,Completed
1398,2023-01-04,639,56,Completed
1399,2023-12-31,793,88,Completed
1400,2022-08-02,626,78,Completed
1401,2022-06-06,581,81,Pending
1402,2022-04-10,825,2,Completed
1403,2022-11-13,561,12,Completed
1404,2023-04-11,322,22,Pending
1405,2022-06-15,70,36,Completed
1406,2022-12-28,92,10,Completed
1407,2023-04-17,265,61,Pending
1408,2023-03-29,666,18,Pending
1409,2023-08-06,500,6,Completed
1410,2022-10-21,411,53,Returned
1411,2023-11-28,133,57,Completed
1412,2023-10-02,975,41,Completed
1413,2023-11-30,424,65,Completed
1414,2023-11-30,44,80,Pending
1415,2022-02-28,759,32,Shipped
1416,2023-07-29,9,20,Returned
1417,2022-10-25,385,21,Completed
1418,2022-03-16,229,50,Returned
1419,2023-11-17,96,45,Completed
1420,2023-10-20,548,60,Completed
1421,2022-07-04,750,14,Returned
1422,2023-02-11,787,56,Completed
1423,2022-12-03,67,41,Completed
1424,2023-09-11,498,28,Shipped
1425,2023-05-03,118,36,Completed
1426,2023-07-13,160,61,Completed
1427,2022-08-07,328,73,Completed
1428,2023-09-08,793,49,Completed
1429,2023-01-06,809,56,Pending
1430,2022-08-07,56,28,Returned
1431,2023-12-02,434,35,Completed
1432,2022-06-30,86,19,Completed
1433,2023-02-19,84,39,Returned
1434,2023-04-08,893,54,Completed
1435,2023-11-17,915,34,Completed
1436,2022-02-25,95,55,Completed
1437,2022-11-01,169,26,Completed
1438,2023-03-06,494,61,Completed
1439,2022-06-14,989,90,Completed
1440,2023-12-11,585,50,Cancelled
1441,2023-07-29,802,77,Completed
1442,2023-11-15,593,79,Completed
1443,2023-11-12,844,94,Shipped
1444,2022-11-21,15,20,Returned
1445,2022-06-01,512,41,Completed
1446,2023-11-22,417,34,Completed
1447,2022-01-04,462,17,Completed
1448,2023-10-17,993,75,Completed
1449,2022-08-12,764,25,Completed
1450,2023-07-14,793,22,Completed
1451,2022-08-10,357,27,Pending
1452,2023-11-27,591,2,Completed
1453,2023-01-08,17,39,Returned
1454,2023-05-30,839,16,Shipped
1455,2023-10-27,467,53,Completed
1456,2022-12-27,849,70,Completed
1457,2022-12-10,117,23,Completed
1458,2023-01-18,182,71,Completed
1459,2023-07-10,447,49,Completed
1460,2023-11-07,706,88,Completed
1461,2022-10-18,719,80,Pending
1462,2022-04-12,90,14,Completed
1463,2022-01-17,632,53,Completed
1464,2023-10-01,950,70,Completed
1465,2023-03-31,516,75,Cancelled
1466,2023-11-15,297,54,Completed
1467,2023-04-11,565,49,Completed
1468,2023-04-26,974,16,Completed
1469,2023-04-21,423,83,Shipped
1470,2023-02-10,8,48,Cancelled
1471,2023-06-04,291,35,Returned
1472,2022-09-28,315,54,Shipped
1473,2022-01-05,922,54,Completed
1474,2022-01-27,158,48,Cancelled
1475,2023-06-16,840,95,Completed
1476,2022-12-10,175,74,Pending
1477,2022-09-05,570,51,Completed
1478,2023-10-22,403,7,Cancelled
1479,2023-08-15,440,17,Pending
1480,2023-02-04,746,23,Completed
1481,2022-11-22,530,21,Completed
1482,2022-04-12,728,17,Completed
1483,2023-10-09,591,51,Cancelled
1484,2023-10-05,939,34,Cancelled
1485,2022-06-12,972,42,Completed
1486,2022-04-06,27,56,Completed
1487,2023-08-31,157,4,Completed
1488,2023-07-11,943,11,Completed
1489,2022-01-26,761,94,Completed
1490,2023-04-10,650,81,Cancelled
1491,2022-07-11,246,84,Returned
1492,2022-11-01,199,69,Cancelled
1493,2023-01-23,789,34,Shipped
1494,2022-10-09,85,19,Completed
1495,2023-10-16,594,14,Completed
1496,2023-09-03,126,14,Completed
1497,2022-09-26,917,24,Completed
1498,2023-05-22,865,47,Returned
1499,2022-08-01,401,13,Completed
1500,2022-01-23,424,10,Completed
1501,2023-10-03,79,27,Shipped
1502,2023-01-20,912,41,Completed
1503,2023-04-07,828,21,Completed
1504,2022-01-11,926,23,Shipped
1505,2023-10-09,622,5,Completed
1506,2022-12-18,356,62,Pending
1507,2023-09-07,560,1,Completed
1508,2022-09-18,949,16,Completed
1509,2022-01-31,549,3,Completed
1510,2022-06-06,222,47,Completed
1511,2022-08-11,31,42,Completed
1512,2022-03-27,746,89,Pending
1513,2022-10-02,281,62,Completed
1514,2022-04-05,357,91,Completed
1515,2022-10-29,479,96,Cancelled
1516,2023-03-23,525,52,Returned
1517,2022-09-14,178,26,Shipped
1518,2022-10-15,985,51,Completed
1519,2023-08-25,320,22,Cancelled
1520,2023-05-15,444,58,Completed
1521,2022-10-06,836,41,Completed
1522,2023-09-14,393,55,Completed
1523,2022-12-28,383,81,Cancelled
1524,2023-04-06,172,5,Pending
1525,2022-09-17,601,53,Completed
1526,2023-10-23,974,68,Completed
1527,2022-01-31,118,24,Cancelled
1528,2023-03-16,810,24,Completed
1529,2022-03-16,221,85,Completed
1530,2022-05-29,799,41,Completed
1531,2022-11-23,705,2,Shipped
1532,2022-08-07,477,73,Cancelled
1533,2022-08-27,576,9,Completed
1534,2023-09-09,218,68,Completed
1535,2023-07-29,285,92,Completed
1536,2023-11-19,77,74,Returned
1537,2023-03-08,699,97,Completed
1538,2022-11-24,203,26,Completed
1539,2023-05-21,511,6,Pending
1540,2023-03-08,123,16,Completed
1541,2023-09-08,335,76,Completed
1542,2023-08-14,22,37,Completed
1543,2023-08-13,5,60,Completed
1544,2023-02-17,38,69,Returned
1545,2022-02-10,346,83,Completed
1546,2023-04-27,98,54,Shipped
1547,2022-10-09,325,97,Completed
1548,2022-03-23,570,100,Completed
1549,2023-09-20,49,51,Completed
1550,2023-04-11,506,83,Pending
1551,2022-05-05,864,48,Pending
1552,2022-04-16,30,29,Completed
1553,2022-01-11,143,14,Pending
1554,2023-12-06,742,56,Completed
1555,2022-04-01,196,93,Returned
1556,2023-01-13,836,69,Pending
1557,2023-12-06,889,7,Completed
1558,2022-02-14,114,7,Pending
1559,2022-03-18,271,43,Shipped
1560,2023-01-24,277,90,Completed
1561,2022-05-22,598,59,Completed
1562,2022-11-23,883,19,Shipped
1563,2023-02-28,653,58,Shipped
1564,2023-06-19,541,31,Completed
1565,2023-11-09,502,36,Completed
1566,2023-05-10,232,12,Completed
1567,2022-10-31,729,11,Completed
1568,2022-09-06,676,83,Shipped
1569,2022-07-30,712,10,Completed
1570,2023-05-22,62,28,Completed
1571,2022-08-10,480,50,Completed
1572,2022-04-18,349,27,Cancelled
1573,2023-06-25,527,41,Shipped
1574,2022-11-16,726,59,Shipped
1575,2023-06-01,109,17,Completed
1576,2023-01-08,395,58,Returned
1577,2023-06-10,208,100,Completed
1578,2022-03-12,285,55,Completed
1579,2022-11-11,975,74,Completed
1580,2022-05-31,473,14,Shipped
