order_item_id,order_id,product_id,quantity,price_per_unit
1024,1081,392,3,22990.89
1025,671,727,5,13309.08
1026,1614,209,2,14233.9
1027,388,428,2,15924.37
1028,2849,195,5,11159.15
1029,2864,308,3,6315.92
1030,535,516,5,18928.32
1031,1425,781,4,9292.19
1032,109,518,5,17252.69
1033,400,44,5,2767.33
1034,882,696,1,7731.17
1035,2078,630,1,21342.64
1036,2899,741,3,17485.39
1037,691,81,1,22631.99
1038,1508,149,4,6308.46
1039,2415,99,3,5343.29
1040,2346,567,3,2849.25
1041,1637,352,2,7832.98
1042,1130,247,2,10375.64
1043,683,115,5,16874.45
1044,2485,34,3,14187.65
1045,418,701,2,3719.74
1046,1080,322,2,12884.2
1047,1688,482,1,3140.91
1048,2084,280,3,12998.08
1049,2272,304,4,24098.15
1050,2750,59,5,6562.41
1051,57,696,2,7988.12
1052,112,202,1,16043.71
1053,458,66,3,22601.74
1054,2869,76,5,6968.45
1055,2309,747,2,5807.43
1056,2787,432,4,15010.17
1057,2067,418,2,11359.79
1058,1617,185,2,19979.62
1059,570,778,5,18977.11
1060,1502,3,3,16929.71
1061,2356,14,2,19154.71
1062,2531,76,5,6771.1
1063,180,133,3,6528.63
1064,77,569,4,17987.1
1065,258,398,5,3497.44
1066,1255,339,1,2728.61
1067,1739,43,4,7131.01
1068,2125,445,1,15344.38
1069,320,133,5,6804.57
1070,1654,90,4,11297.31
1071,1381,9,5,642.09
1072,395,124,1,15101.66
1073,713,601,1,4121.47
1074,420,169,1,11403.9
1075,1430,243,1,2719.35
1076,670,139,1,15374.31
1077,1321,348,2,13291.19
1078,89,786,4,21486.2
1079,2277,583,4,11781.47
1080,2191,376,2,21002.67
1081,603,589,2,18417.16
1082,1898,43,1,7303.65
1083,1684,547,4,17487.67
1084,913,475,3,6419.68
1085,1159,505,3,5160.15
1086,213,264,3,24322.36
1087,2729,605,2,16095.37
1088,1058,293,5,23700.74
1089,1438,289,3,15767.65
1090,1106,231,5,19461.02
1091,265,571,1,6191.66
1092,2262,124,5,14696.78
1093,977,357,3,16531.49
1094,1551,291,3,2640.34
1095,2955,408,4,11398.62
1096,1026,172,5,21585.48
1097,2486,380,2,20184.06
1098,2652,632,4,21043.42
1099,2528,717,4,11769.37
1100,300,241,4,18005.86
1101,351,431,2,21241.05
1102,2196,434,1,16690.96
1103,36,304,4,24438.29
1104,2573,158,4,12463.13
1105,840,416,1,11689.33
1106,2152,362,1,14450.82
1107,464,374,1,20393.59
1108,413,204,1,10430.18
1109,2580,236,1,4946.56
1110,411,97,3,279.42
1111,530,356,5,21128.45
1112,1378,64,3,14689.23
1113,1531,262,3,19243.45
1114,2377,252,5,16846.15
1115,1194,453,5,19734.11
1116,626,727,4,14410.6
1117,1933,750,3,6014.72
1118,528,697,3,3424.43
1119,2967,479,5,8561.27
1120,2087,741,4,16169.34
1121,606,753,1,20244.78
1122,1423,538,5,22916.16
1123,2494,446,3,16067.26
1124,950,415,5,21639.01
1125,1668,339,4,2871.47
1126,1292,568,2,752.94
1127,848,331,5,9496.68
1128,2241,643,5,18324.5
1129,1215,561,1,298.26
1130,612,480,1,9268.53
1131,2156,249,4,3235.77
1132,950,749,1,413.34
1133,2933,251,1,14899.64
1134,2489,103,5,3235.29
1135,1950,27,5,4557.29
1136,1552,501,2,7702.7
1137,614,148,5,23285.08
1138,2921,218,2,17398.93
1139,18,415,3,21742.97
1140,847,191,5,17227.51
1141,2085,330,2,21608.69
1142,330,405,4,23346.24
1143,1027,608,2,18101.24
1144,1046,450,4,19569.91
1145,731,637,2,15162.89
1146,2046,548,3,2112.41
1147,1686,48,2,19178.06
1148,368,187,1,11929.7
1149,925,258,1,1487.18
1150,2697,632,2,21451.68
1151,2912,180,5,21681.14
1152,2463,142,2,20500.39
1153,422,507,1,21969.55
1154,2499,538,2,23776.74
1155,1194,10,4,1786.2
1156,2753,329,1,3555.57
1157,1851,276,3,15267.59
1158,1404,399,1,24180.36
1159,1159,454,3,7895.92
1160,226,707,5,430.24
1161,1922,207,5,6942.54
1162,2789,128,1,16246.29
1163,952,403,3,24035.86
1164,1509,219,2,8485.85
1165,1249,777,4,23722.11
1166,1383,743,2,18230.91
1167,1212,505,4,5056.46
1168,780,224,2,16184.65
1169,1961,425,5,14210.8
1170,2459,35,4,15788.17
1171,2630,306,4,15366.68
1172,1808,454,1,7704.24
1173,645,371,1,17929.07
1174,1953,36,3,3271.12
1175,1056,174,5,465.49
1176,2776,312,2,9158.76
1177,1756,87,1,14821.41
1178,68,726,3,19878.71
1179,1758,136,4,19319.95
1180,527,692,4,10934.66
1181,1363,777,3,22567.08
1182,1485,439,4,21771.74
1183,712,381,5,13115.76
1184,2399,441,2,2581.8
1185,394,41,2,3950.59
1186,1612,196,5,7933.48
1187,2872,366,4,9550.9
1188,1197,269,4,18184.22
1189,2227,290,5,8384.78
1190,918,323,5,8813.02
1191,1715,601,2,3911.84
1192,779,223,5,5480.87
1193,162,585,4,20717.76
1194,1287,555,3,22286.89
1195,892,613,1,8158.0
1196,2009,724,5,12544.27
1197,1549,604,5,12568.72
1198,1712,322,1,13241.39
1199,2012,612,2,6901.14
1200,951,427,4,576.94
1201,2558,131,2,16225.35
1202,1481,605,3,17606.95
1203,288,104,2,8710.17
1204,1749,736,5,665.77
1205,2240,547,1,18681.89
1206,2547,107,3,5502.15
1207,181,576,3,14975.12
1208,1817,17,1,9850.29
1209,2039,187,4,11757.4
1210,2167,716,2,923.83
1211,2148,198,5,17045.17
1212,2169,721,3,13597.88
1213,2446,308,2,6300.99
1214,2900,653,2,15139.27
1215,715,733,4,5780.36
1216,2955,713,4,9892.63
1217,721,526,5,2676.3
1218,142,132,2,23546.52
1219,2602,659,5,1099.69
1220,2297,60,3,21075.38
1221,2890,298,1,8743.1
1222,2702,51,4,22919.64
1223,2656,749,2,420.09
1224,2479,262,5,20446.57
1225,2175,411,3,1206.42
1226,2448,589,5,17617.79
1227,2103,278,4,17272.35
1228,451,696,3,7663.38
1229,1050,704,4,6366.1
1230,737,581,4,21166.98
1231,1748,695,5,6836.96
1232,2736,4,5,16310.01
1233,674,456,2,15558.41
1234,2997,123,1,21704.29
1235,2342,61,5,20196.99
1236,1235,428,1,16243.03
1237,237,136,1,18962.96
1238,1666,331,3,9902.73
1239,2820,751,4,9433.11
1240,1279,417,3,3317.33
1241,2922,682,5,21556.09
1242,1414,331,3,9753.44
1243,1498,368,4,3340.3
1244,1396,177,3,19786.11
1245,646,282,1,10425.33
1246,974,396,5,10788.34
1247,1352,534,4,23968.32
1248,2403,136,3,20180.77
1249,1182,366,1,9098.32
1250,695,362,3,14387.75
1251,1377,158,2,12450.51
1252,1969,310,3,21943.8
1253,1311,525,5,12139.55
1254,2195,304,1,22654.48
1255,71,207,2,6642.71
1256,554,548,4,1973.49
1257,1233,795,2,10944.74
1258,2187,482,1,3225.15
1259,2449,464,1,5614.61
1260,201,419,2,21071.24
1261,1005,638,3,11770.54
1262,2424,275,2,10742.68
1263,338,525,4,11443.81
1264,2943,47,3,22039.12
1265,442,554,5,7206.9
1266,972,229,1,20832.04
1267,2904,796,3,18541.56
1268,1318,218,3,18263.44
1269,898,13,5,3358.93
1270,2971,654,1,9567.53
1271,2165,488,5,14231.88
1272,1366,590,4,9888.0
1273,1993,280,3,13371.33
1274,2413,569,3,18193.97
1275,827,372,4,6963.53
1276,1271,540,1,7804.96
1277,2655,44,4,2778.33
1278,2775,772,4,19731.07
1279,1436,504,3,4820.0
1280,414,15,5,2385.21
1281,151,656,2,3283.33
1282,2433,694,1,14101.02
1283,2852,599,5,11617.6
1284,926,674,4,15213.54
1285,734,735,5,16620.21
1286,629,151,1,16937.73
1287,628,93,3,9582.72
1288,1624,615,2,14814.14
1289,1986,288,5,5566.44
1290,31,18,4,4513.81
1291,1448,320,2,1117.23
1292,1424,99,5,5459.26
1293,1866,681,4,23240.47
1294,1985,546,4,4508.38
1295,1646,625,3,23658.46
1296,281,117,3,1689.64
1297,1115,436,3,3176.48
1298,978,704,5,6431.0
1299,1901,207,1,6622.9
1300,316,773,2,1638.65
1301,726,328,5,2206.1
1302,1018,714,5,9473.39
1303,785,284,1,2882.71
1304,1033,163,2,24043.54
1305,658,226,2,22134.18
1306,2786,440,1,5035.29
1307,1450,370,5,12204.74
1308,1214,638,3,10997.66
1309,770,431,4,21202.12
1310,1539,529,2,12911.27
1311,1460,455,2,484.98
1312,483,394,4,20421.75
1313,2905,605,2,17186.96
1314,2133,658,1,529.24
1315,2402,543,1,18236.59
1316,676,513,2,514.06
1317,2123,151,4,16975.57
1318,2035,349,5,22837.16
1319,474,638,5,11511.17
1320,2051,24,4,4210.63
1321,549,242,2,4238.17
1322,877,148,2,23177.43
1323,246,122,4,20515.06
1324,1287,594,1,13238.12
1325,1756,176,2,22093.69
1326,1863,587,1,9709.34
1327,2849,782,4,12171.12
1328,149,280,5,12886.34
1329,2963,459,1,6412.43
1330,515,566,3,9314.49
1331,2675,458,5,22883.1
1332,208,266,1,4460.57
1333,93,456,4,16057.34
1334,958,322,2,12874.45
1335,2748,80,5,19265.8
1336,643,702,1,20594.23
1337,1883,767,2,11643.05
1338,791,68,3,14580.14
1339,1917,329,4,3660.11
1340,2640,572,5,1849.36
1341,1812,523,5,528.06
1342,1360,643,4,17758.18
1343,1705,564,2,7563.98
1344,2867,564,5,7514.45
1345,1407,211,5,20391.27
1346,1388,160,1,6171.09
1347,822,409,1,12341.66
1348,358,608,4,18928.21
1349,1865,185,1,21284.08
1350,2985,684,5,6677.13
1351,1765,342,1,15905.25
1352,1691,560,1,14166.16
1353,2579,581,5,21927.28
1354,1850,397,1,9965.55
1355,1103,138,1,1236.09
1356,2926,501,1,8286.35
1357,2299,398,5,3361.79
1358,625,122,1,20152.72
1359,1669,136,2,19759.27
1360,2134,151,5,16511.59
1361,646,397,5,10066.09
1362,2974,237,2,5116.4
1363,2283,724,5,12857.64
1364,2857,448,3,5688.27
1365,1219,466,1,16260.74
1366,2713,324,1,18154.25
1367,1008,336,4,5239.65
1368,813,424,5,11684.32
1369,201,231,2,19991.42
1370,1876,708,4,4572.98
1371,2328,499,4,21133.47
1372,235,104,2,9417.47
1373,2584,674,2,15380.97
1374,2894,338,3,5851.73
1375,502,698,3,2620.16
1376,981,34,3,12956.56
1377,1747,96,5,22425.65
1378,2801,618,2,6985.1
1379,2689,728,3,21666.99
1380,1753,319,3,4174.25
1381,1616,551,2,2111.68
1382,1070,79,3,18569.94
1383,2421,495,1,13476.14
1384,367,719,1,15721.02
1385,1827,233,3,6901.15
1386,2151,204,4,10968.38
1387,773,455,1,466.21
1388,1679,769,4,4700.02
1389,830,796,5,18265.78
1390,2396,762,1,7225.81
1391,1718,449,4,10131.93
1392,378,551,1,2290.05
1393,258,146,2,9255.56
1394,2861,310,3,22641.76
1395,1870,525,3,11699.74
1396,2343,485,5,3928.76
1397,606,26,2,17144.97
1398,1431,434,4,17585.13
1399,1766,23,1,11524.2
1400,1517,138,5,1193.87
1401,2982,224,4,15479.24
1402,599,214,1,4808.27
1403,1245,511,3,19000.53
1404,2385,165,5,21271.51
1405,1300,686,2,18405.2
1406,425,240,1,15763.41
1407,2907,573,2,9817.5
1408,331,140,5,14170.24
1409,754,340,5,13527.74
1410,1569,723,3,21608.68
1411,1855,233,2,6427.72
1412,430,93,4,9527.79
1413,450,755,3,588.52
1414,2041,356,3,21346.68
1415,538,598,4,5955.19
1416,1507,25,4,22966.29
1417,665,308,3,6280.47
1418,2554,483,3,22970.1
1419,980,745,1,892.21
1420,825,648,5,17114.15
1421,36,291,1,2683.48
1422,2186,499,3,22288.06
1423,537,625,1,22396.67
1424,2891,453,1,19886.01
1425,2336,166,2,15081.49
1426,2358,681,1,23076.86
1427,1830,566,1,9158.4
1428,1980,294,1,17563.47
1429,2996,782,3,12852.32
1430,733,684,4,6942.46
1431,1148,60,5,20197.82
1432,1389,576,2,15731.37
1433,2353,461,3,14796.97
1434,602,132,5,24443.79
1435,2382,129,5,15236.86
1436,2618,681,2,24467.2
1437,349,790,1,18330.49
1438,301,435,3,12035.99
1439,812,768,1,9364.53
1440,320,662,5,2090.29
1441,256,192,1,9169.05
1442,1007,194,4,17541.89
1443,1932,471,1,16372.76
1444,615,387,4,6003.73
1445,80,80,1,18455.58
1446,2610,321,4,15193.47
1447,2508,285,2,19684.29
1448,939,33,2,14615.52
1449,1548,132,2,24119.09
1450,2541,226,3,21340.91
1451,2037,558,1,6893.95
1452,1649,214,4,5125.33
1453,2941,568,2,809.95
1454,244,500,3,12810.39
1455,2141,17,1,9621.34
1456,1177,464,5,5114.98
1457,325,154,3,2784.85
1458,2200,414,1,22611.61
1459,101,28,5,16892.44
1460,2166,252,3,16369.78
1461,2605,312,4,9422.95
1462,1518,445,3,14966.38
1463,2919,386,1,21297.68
1464,2836,393,2,18228.54
1465,1039,132,4,22968.3
1466,2351,582,5,7728.48
1467,875,366,4,9561.13
1468,2110,649,3,18532.64
1469,2648,777,2,22882.85
1470,265,498,4,19928.95
1471,2896,270,1,8016.6
1472,1133,47,1,20872.79
1473,2317,561,3,286.43
1474,1421,184,3,22911.81
1475,1416,747,2,5962.17
1476,971,278,3,18996.54
1477,2388,262,5,19931.07
1478,589,145,2,13364.09
1479,2332,549,2,7676.75
1480,2879,308,4,6255.02
1481,1968,240,1,15338.44
1482,1236,370,3,12206.34
1483,1521,757,1,12883.43
1484,2698,494,3,7297.71
1485,1262,203,2,23106.85
1486,1433,118,3,19960.54
1487,2420,603,4,11614.58
1488,2194,478,5,922.08
1489,795,219,1,8439.38
1490,1311,705,1,19867.33
1491,1007,598,3,5644.17
1492,347,452,4,6969.07
1493,1342,436,1,3024.04
1494,481,54,5,5265.35
1495,437,515,1,18897.84
1496,1811,741,5,16802.63
1497,2481,250,1,23155.73
1498,722,597,1,13814.99
1499,2193,67,3,10104.57
1500,2143,493,5,7199.52
1501,1770,647,1,22307.61
1502,2307,16,4,11518.61
1503,1877,80,5,19094.8
1504,1617,47,5,21903.38
1505,993,647,5,20905.25
1506,1293,309,2,2029.72
1507,2143,466,1,16549.15
1508,2264,562,1,10138.93
1509,2681,439,5,22317.86
1510,1841,251,1,14241.06
1511,2539,270,2,8368.43
1512,1541,201,1,10881.02
1513,1477,55,2,17963.72
1514,415,190,5,11145.33
1515,308,344,3,21655.52
1516,1062,20,3,20058.44
1517,316,142,2,19114.94
1518,1448,98,1,12563.54
1519,719,158,1,11836.2
1520,762,492,1,13662.16
1521,1275,78,3,15398.52
1522,2777,603,5,11146.01
1523,2124,98,4,12746.31
1524,2774,256,2,2380.4
1525,407,532,2,14581.49
1526,2973,140,3,13027.8
1527,337,328,2,2205.04
1528,1013,602,2,19354.15
1529,178,181,1,17050.69
1530,2729,144,1,21589.12
1531,2994,680,5,16472.76
1532,2720,78,1,16122.87
1533,816,263,5,17776.59
1534,1480,229,5,18991.36
1535,2765,234,2,15562.14
1536,2888,530,4,17071.87
1537,419,120,2,18530.72
1538,2154,751,5,9014.05
1539,765,422,3,19059.78
1540,382,222,3,15541.87
1541,55,410,3,21576.76
1542,872,306,5,16072.08
1543,1927,6,2,17525.4
1544,2847,525,4,11909.4
1545,1357,275,2,10557.56
1546,2208,748,5,20467.01
1547,17,254,4,17824.5
1548,382,652,4,12528.1
1549,2092,249,3,3174.76
1550,327,564,3,7302.83
1551,2099,484,2,8958.59
1552,1494,793,1,3257.29
1553,2106,182,4,11226.27
1554,2009,414,3,23927.51
1555,1654,577,1,22379.24
1556,379,783,4,14692.92
1557,646,379,2,14187.62
1558,1891,524,1,544.12
1559,94,427,4,577.16
1560,1349,273,4,10918.89
1561,2796,379,2,13292.13
1562,2364,596,3,14189.02
1563,2586,453,3,21136.54
1564,429,404,4,17563.5
1565,51,683,2,2144.65
1566,1143,575,5,18678.33
1567,2858,717,4,11452.42
1568,498,650,5,13278.33
1569,1638,348,2,12557.99
1570,2738,208,4,17722.68
1571,1912,607,2,894.89
1572,2411,347,4,16728.12
1573,2101,657,4,13539.46
1574,2642,715,4,22609.8
1575,1643,763,5,13714.14
1576,979,332,3,8721.09
1577,2619,676,3,8653.08
1578,2937,337,5,18950.16
1579,293,253,5,9417.21
1580,1651,104,4,9313.02
1581,465,151,3,16530.03
1582,2905,605,2,17113.48
1583,2285,771,5,18442.3
1584,2527,80,4,18368.0
1585,1397,230,5,15717.27
1586,820,404,5,17448.03
1587,2460,712,4,1100.6
1588,2993,251,1,14430.71
1589,2657,214,4,4693.0
1590,400,61,4,19810.79
1591,948,794,1,6806.06
1592,911,281,5,9630.1
1593,456,494,5,7544.2
1594,1822,20,5,20019.45
1595,1282,396,3,10933.87
1596,2088,121,2,10951.22
1597,1853,293,4,23275.17
1598,1069,607,3,941.58
1599,1568,453,4,19560.73
1600,2954,658,3,555.6
1601,1386,767,5,12293.6
1602,1843,649,2,18597.18
1603,336,720,3,18597.3
1604,1317,416,2,12695.64
1605,2990,196,5,7479.04
1606,211,143,5,15571.55
1607,905,603,3,10987.11
1608,100,405,5,23062.89
1609,1021,681,1,24522.12
1610,1839,113,2,13940.98
1611,464,720,4,19341.9
1612,2247,581,4,20926.67
1613,1724,420,4,18502.78
1614,532,27,4,4714.09
1615,758,564,2,7335.54
1616,1036,226,5,20224.81
1617,887,108,4,21628.2
1618,2560,359,5,6725.61
1619,545,411,2,1219.18
1620,857,279,5,11301.42
1621,2460,773,1,1531.33
1622,743,238,3,19692.63
1623,2850,221,4,9539.26
1624,321,430,4,12754.8
1625,652,211,3,21545.26
1626,576,103,3,3185.97
1627,2540,577,5,23658.2
1628,190,272,1,18384.41
1629,948,73,4,7438.94
1630,1125,222,1,15352.78
1631,161,258,5,1491.43
1632,1925,411,1,1271.13
1633,163,593,5,7972.61
1634,247,86,1,3133.6
1635,818,320,2,1222.62
1636,1871,40,2,21002.81
1637,2500,428,4,17180.55
1638,704,414,5,24378.99
1639,1016,766,1,11770.65
1640,2857,617,1,6597.3
1641,1497,148,1,23900.12
1642,888,789,2,9244.35
1643,315,761,3,16256.2
1644,504,268,2,16479.1
1645,2692,215,3,11606.85
1646,542,436,1,3081.74
1647,2260,580,1,23660.01
1648,214,606,1,13071.81
1649,2072,557,4,3421.02
1650,2148,332,4,8613.53
1651,1512,719,1,15782.56
1652,583,119,2,17508.41
1653,451,723,1,21475.19
1654,846,317,1,19299.21
1655,1161,311,4,14442.37
1656,2830,5,2,13223.76
1657,1930,534,5,23955.24
1658,2264,91,3,16257.97
1659,438,136,5,19714.11
1660,633,648,3,17041.68
1661,1782,497,1,3770.33
1662,2023,623,2,9444.38
1663,610,488,5,14057.39
1664,2458,390,3,16288.54
1665,851,193,5,945.36
1666,2893,568,1,740.05
1667,1058,653,4,15075.51
1668,2577,114,4,21478.51
1669,2741,592,3,2456.04
1670,1196,657,2,12517.57
1671,343,291,1,2454.81
1672,1333,244,1,12800.83
1673,1867,224,3,14738.94
1674,2339,612,4,7522.26
1675,2414,190,4,10713.65
1676,586,562,3,10883.44
1677,1667,346,2,6140.96
1678,2198,180,4,22757.6
1679,789,77,1,10170.15
1680,372,373,3,3033.37
1681,2852,67,4,10493.16
1682,1652,612,5,7001.53
1683,2243,539,3,7151.47
1684,1470,620,3,20625.82
1685,1733,613,2,8795.54
1686,754,32,3,2849.42
1687,1692,644,3,1745.08
1688,994,357,4,15974.31
1689,1948,373,5,2972.51
1690,2247,150,2,13101.9
1691,28,742,1,15780.08
1692,71,400,4,12884.33
1693,232,670,3,18170.68
1694,2965,27,3,4568.44
1695,915,9,4,606.95
1696,2234,44,1,2805.32
1697,2738,670,3,17602.94
1698,781,228,1,18570.9
1699,2093,388,5,15130.25
1700,761,432,2,14178.47
1701,1611,718,5,2200.59
1702,662,106,1,18814.95
1703,293,654,4,9163.84
1704,2392,614,1,18787.94
1705,520,778,1,19199.62
1706,2758,550,2,10090.15
1707,380,418,2,10576.67
1708,700,738,1,16106.91
1709,1966,676,2,8404.07
1710,694,147,5,22643.59
1711,2908,180,5,21391.69
1712,1885,14,5,18228.67
1713,1267,335,2,14709.49
1714,681,367,5,22757.91
1715,1173,305,1,8475.05
1716,17,95,1,1650.84
1717,1396,568,3,774.03
1718,2835,119,2,16615.21
1719,2389,105,1,18944.56
1720,2126,356,1,21992.39
1721,585,793,3,3208.31
1722,2242,799,4,4904.43
1723,768,169,5,11155.66
1724,1781,8,4,10561.37
1725,2551,655,3,22138.08
1726,575,570,1,16196.52
1727,428,476,5,1815.51
1728,883,131,5,15013.1
1729,992,75,1,15283.3
1730,1653,105,5,17708.45
1731,783,730,3,786.48
1732,2221,80,5,18846.04
1733,1592,778,2,19808.41
1734,1218,523,1,537.13
1735,2374,269,3,17699.39
1736,2742,420,4,17203.02
1737,1954,644,2,1766.89
1738,2071,180,1,22528.54
1739,2036,691,5,2443.58
1740,2994,229,1,19585.03
1741,760,775,3,7195.92
1742,895,573,1,9780.11
1743,1796,233,4,6696.22
1744,904,792,1,20393.62
1745,2356,100,2,8353.09
1746,2305,636,4,1329.23
1747,1302,246,4,15485.51
1748,2924,15,3,2511.22
1749,1026,566,3,9454.92
1750,550,505,3,5123.17
1751,974,314,1,8743.5
1752,1338,285,2,19212.02
1753,2184,755,1,638.18
1754,1289,618,4,7021.7
1755,1795,51,3,22120.22
1756,929,157,5,3113.09
1757,1769,557,4,3404.41
1758,2408,69,1,4575.45
1759,1774,431,4,21083.6
1760,2857,464,3,5283.61
1761,1383,45,1,6721.88
1762,1155,148,4,22602.69
1763,2729,229,4,20165.88
1764,2050,71,3,10419.71
1765,1491,566,1,8678.42
1766,1897,226,1,21115.17
1767,2357,200,4,22201.04
1768,2601,631,5,14392.02
1769,547,628,4,11567.34
1770,339,309,4,2126.13
1771,2197,511,2,18739.44
1772,2813,10,5,1776.74
1773,831,189,2,17639.2
1774,2018,257,2,17184.28
1775,1084,525,1,12335.53
1776,2691,281,1,9470.65
1777,1738,130,3,6798.11
1778,2314,339,3,2685.97
1779,1861,408,5,11337.76
1780,2985,548,3,2038.79
1781,162,289,5,15771.52
1782,1720,394,2,21872.57
1783,2723,577,4,21769.35
1784,1413,285,2,18796.74
1785,1546,63,2,7070.99
1786,2268,219,2,8922.74
1787,2817,636,3,1390.3
1788,415,299,3,13691.94
1789,2851,228,1,17334.92
1790,1219,551,2,2209.26
1791,1880,232,1,20931.98
1792,1091,144,5,22394.9
1793,9,189,5,17378.79
1794,384,454,2,7613.76
1795,2007,303,2,12180.82
1796,1592,135,1,5141.38
1797,2369,418,4,10978.7
1798,383,788,2,4387.16
1799,1007,368,2,3425.4
1800,2465,416,4,12294.9
1801,2057,487,1,4952.87
1802,274,130,3,7276.34
1803,491,221,1,9463.62
1804,2632,601,2,4081.83
1805,694,310,5,23665.49
1806,2532,367,1,21794.28
1807,2818,47,4,20598.5
1808,1761,600,1,8819.57
1809,1954,246,2,14864.85
1810,779,634,2,3891.22
1811,1978,499,1,21974.54
1812,1808,3,1,17688.97
1813,1231,189,5,17465.57
1814,2944,441,1,2685.77
1815,663,189,3,16974.16
1816,1544,736,3,673.7
1817,1681,66,5,23443.09
1818,638,363,5,15666.22
1819,1484,745,4,914.55
1820,492,637,2,15167.93
1821,1310,293,3,23140.05
1822,2716,223,2,5505.68
1823,2833,85,4,13512.72
1824,1276,480,4,9405.16
1825,2146,548,1,2032.12
1826,201,386,3,22071.61
1827,1266,295,2,3684.35
1828,642,758,1,14337.47
1829,1217,776,3,13191.23
1830,1105,630,1,22190.77
1831,1506,687,4,742.24
1832,2935,439,4,22444.87
1833,2724,349,1,22916.1
1834,1279,675,4,20732.25
1835,1304,778,4,18351.63
1836,1052,28,5,16884.92
1837,2035,89,3,6246.07
1838,1055,57,4,23584.15
1839,1391,739,5,6929.77
1840,2049,136,2,18901.05
1841,2799,117,4,1766.38
1842,2757,561,4,287.12
1843,546,645,4,8550.88
1844,685,210,3,5897.22
1845,2032,155,2,20037.83
1846,2472,127,5,376.34
1847,2468,160,1,6288.17
1848,2388,388,5,15243.44
1849,3,663,5,12626.92
1850,14,226,4,20164.55
1851,2859,293,2,22852.95
1852,1363,198,1,15451.91
1853,842,765,2,2420.22
1854,2634,345,2,6175.59
1855,12,551,5,2297.97
1856,84,153,2,16719.81
1857,301,75,2,14122.18
1858,606,448,3,5683.51
1859,182,642,5,7818.88
1860,2405,390,5,15212.31
1861,1709,491,5,12308.9
1862,2128,106,4,20185.17
1863,889,207,4,6561.47
1864,2796,584,1,7979.93
1865,790,350,2,1704.19
1866,2041,143,1,14361.39
1867,1927,798,3,18895.54
1868,811,32,4,3067.79
1869,2350,168,4,20329.12
1870,2553,189,4,17098.24
1871,2778,226,3,20119.76
1872,772,148,4,22047.38
1873,1884,287,3,10043.67
1874,1326,226,2,21064.07
1875,1286,375,4,15597.08
1876,2809,770,4,6436.79
1877,617,421,3,19756.33
1878,854,524,3,542.37
1879,1941,164,2,10976.46
1880,2823,592,3,2600.37
1881,2039,124,1,14255.03
1882,2116,641,2,1779.22
1883,511,424,5,10904.02
1884,1239,582,4,7368.77
1885,628,547,3,19065.2
1886,1179,147,1,24421.51
1887,1546,785,2,13780.35
1888,802,428,4,15888.43
1889,884,237,3,5352.09
1890,904,629,4,13179.06
1891,75,221,3,9315.32
1892,2218,276,2,15177.45
1893,2507,590,1,10067.94
1894,522,673,3,4254.47
1895,173,191,2,16994.6
1896,278,300,4,21515.28
1897,1595,707,1,415.24
1898,588,354,4,8770.97
1899,1191,475,2,6067.76
1900,2896,533,3,20517.77
1901,2815,54,4,4846.37
1902,741,236,5,5002.48
1903,2128,96,3,22364.95
1904,1911,697,2,3452.61
1905,271,198,4,16486.13
1906,614,160,1,6324.79
1907,2998,716,3,941.95
1908,173,735,4,17046.47
1909,1072,785,4,12736.03
1910,1905,202,4,16360.29
1911,2993,688,2,183.51
1912,1017,533,4,19464.91
1913,1319,116,1,19575.83
1914,2388,156,1,14670.53
1915,1967,51,5,21961.62
1916,2384,275,2,10170.02
1917,1797,260,5,22286.11
1918,276,771,2,17755.53
1919,1639,463,5,15030.26
1920,2974,522,2,1642.03
1921,826,708,5,4873.33
1922,2756,511,1,19491.59
1923,2018,391,1,1156.29
1924,1723,656,3,3294.84
1925,2622,293,4,23496.3
1926,1813,614,2,17528.68
1927,90,380,4,20530.48
1928,832,733,1,5405.07
1929,752,193,2,965.14
1930,2295,379,1,14239.02
1931,1027,221,3,8704.65
1932,29,669,1,8524.59
1933,465,340,3,13561.27
1934,2052,487,3,5158.9
1935,2069,544,1,845.51
1936,2696,50,2,17600.34
1937,416,752,5,11878.53
1938,561,776,1,13320.37
1939,909,654,1,8824.99
1940,167,63,3,6537.13
1941,1163,357,4,16280.94
1942,2192,522,3,1499.5
1943,2639,219,3,8491.97
1944,1678,650,1,12893.24
1945,1961,662,2,2110.97
1946,2477,470,3,12612.46
1947,2254,52,2,945.17
1948,1371,655,1,20240.58
1949,2457,413,5,7052.34
1950,1109,391,3,1108.82
1951,2338,499,4,21849.18
1952,404,37,1,23147.97
1953,508,623,1,8672.34
1954,1166,474,1,10947.28
1955,60,621,5,3668.32
1956,2172,662,2,2112.4
1957,2054,106,4,19002.99
1958,1941,375,5,16624.99
1959,447,435,5,12046.28
1960,1088,116,1,18753.31
1961,1958,482,4,3128.48
1962,1535,594,5,12205.23
1963,1193,204,2,10828.13
1964,326,488,1,14583.94
1965,2660,29,3,1391.8
1966,2480,550,2,10501.5
1967,84,262,3,20449.09
1968,2779,69,5,4555.6
1969,1772,336,4,5346.83
1970,2127,559,3,21835.59
1971,612,246,2,15456.85
1972,962,608,5,17915.12
1973,152,164,4,11120.19
1974,1521,146,1,9091.66
1975,1405,796,4,17758.64
1976,364,45,1,6923.73
1977,1810,553,3,14904.85
1978,1399,439,5,21921.11
1979,35,214,1,5044.56
